Name,Address,City,County,State,Zip Code,Food Waste Accepted?,Feedstock,Source,Phone,Facility's Website,Unique Identifier,Latitude,Longitude
Long Trail Compost Facility,639 North Road,Shaftsbury,Bennington County,VT,05262,Yes," Yard trimmings, all source-separated food waste (including meat, dairy); agricultural wastes; compostable paper, packaging + serviceware; certified compostable bioplastic packaging + serviceware; pre- and post-consumer food waste, leaf waste, manure, woo",http://anrmaps.vermont.gov/websites/Organics/default.html,,,CMP20223457,42.965937,-73.1957625
DWAYNE E WOODY DBA W W CATTLE COPY,6391 OLD AGNES RD,POOLVILLE,Parker County,TX,76487,,"*source-separated meat, fish, dead animal carcasses, oils, greases, or dairy materials; w/ or w/o yard trimmings, clean wood material, vegetative material, paper, manure",https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223888,32.929488,-97.78428
Atlas Tree Waste Recycling,6303 Sebastopol Road (Hwy 12),Sebastopol,Sonoma County,CA,95472,,Chipping and Grinding Facility/Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022116,38.40339498,-122.8164485
Lake Bluff Municipal #2 Compost Facility ,640 Rockland Road,Lake Bluff,Lake County,IL,60044,Yes,"green waste, food scraps",https://www2.illinois.gov/epa/topics/waste-management/permitted-facilities/Pages/compost-facilities.aspx,847-234-0774,,CMP20221043,42.27963422,-87.87495535
Norwood Young America Yard Waste Brush Site,640 Tacoma Blvd,Norwood Young America,Carver County,MN,55368,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(320) 761-5008,https://www.cityofnya.com/assistance/#yardwasterecycling,CMP20222041,44.766423,-93.915702
WEISINGER MATERIALS INC,6394 HIGHWAY 105 W,CONROE,Montgomery County,TX,77304,,source separated vegetative material and clean wood to be ground into mulch,https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223385,30.343104,-95.536251
Albuquerque Academy Composting,6400 Wyoming Blvd. NE,Albuquerque,Bernalillo County,NM,87109,Yes,"food waste, landscaping waste",https://www.env.nm.gov/solid-waste/wp-content/uploads/sites/24/2018/04/SWB_Compost-facilities-open-Oct-28-2019.pdf,505-975-4953,,CMP20222339,35.152686,-106.555482
SUMMIT COUNTY RESOURCE ALLOCATION PARK,639 County Rd 66,Dillon,Summit County,CO,80435,Yes,"Yard trimmings, All source-separated food waste (including meat, dairy); Biosolids, Compostable paper, packaging + serviceware; Certified compostable bioplastic packaging + serviceware",https://oitco.hylandcloud.com/CDPHERMPop/docpop/docpop.aspx,,,CMP2022482,39.5942644,-106.0072983
CITY OF SYLVANIA GREEN YARD WASTE & COMPOST OP SITE,6408 SYLVANIA PETERSBURG RD,OTTAWA LAKE,Monroe County,MI,49267,,,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,,CMP20221910,41.729742,-83.697642
Timpanogos Special Service District,6400 North 5050 West,Utah County,Utah County,UT,84003,,"seasonal green waste, biosolids",,,https://timpssd.org/,CMP20223445,40.346172,-111.778668
Living Earth,6401 Centennial Blvd.,Nashville,Davidson County,TN,37209,,"clean brush, leaves and grass, garden trimmings",,,https://www.livingearth.net/green-recycling/,CMP20223277,36.169272,-86.8656465
Monterey Mushrooms - Morgan Hill,642 Hale Avenue,Morgan Hill,Santa Clara County,CA,95037,,Agricultural Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022302,37.163925,-121.7061945
Jepson Prairie Organics Composting Fac,6426 Hay Road,Vacaville,Solano County,CA,95687,Yes,"Composting Facility (Mixed) - food waste, yard waste",https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022255,38.311362,-121.8373155
Barnes Inc,6433 Nesbitt Rd,Madison,Dane County,WI,53719,,"YARD, BARK/BRUSH",https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=241,6088453230,,CMP20223607,43.00272,-89.492112
Lehner Land Compost Site,6401 South Center Road,Beaver Dam,Dodge County,WI,53916,,,https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=36,9203562543,,CMP20223706,43.41623977,-88.86517211
Mill Creek Quality Earth Products,6414 East Taft Road,East Syracuse,Onondaga County,NY,13057,,Yard Waste,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv100,3154529400,,CMP20222478,43.127721,-76.077513
Weaver Farms                                               ,6442 New London Rd,Ashtabula,Ashtabula County,OH,44004,,"Manure, animals, yard waste",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(440) 466-4283,,CMP20222899,41.837202,-80.8845795
CITY OF NEW PORT RICHEY - SITE 2,6420 PINE HILL RD ,PORT RICHEY ,Pasco County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(727) 841-4556 ,,CMP2022834,28.272177,-82.708677
Oconto City Transfer Station,6486 Gallon Rd,Oconto,Oconto County,WI,54153,,"BARK/BRUSH, YARD",https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=142,9208347725,,CMP20223745,44.90591734,-87.90624008
COMPOST JAX,6478 BUFFALO AVE ,JACKSONVILLE ,Duval County,FL,,,"yard waste, vegetative waste, pre-consumer vegetative waste",https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(904) 900-3072 ,,CMP2022835,30.377889,-81.6424965
Coastal Forest Products Company,6492 PORTLAND RD NE,SALEM,Marion County,OR,97305,,,https://www.deq.state.or.us/lq/sw/disposal/permittedfacilities.htm,503-998-8449,,CMP20223009,45.01278,-122.9758605
NORTHVILLE COMPOST FACILITY,650 DOHENY DR,NORTHVILLE,Wayne County,MI,48167,,,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,,CMP20221905,42.428736,-83.4743475
Nakashima Farms Composting #2,6492 Arena Way,Livingston,Merced County,CA,95334,,Agricultural Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022310,37.382022,-120.6767295
KEY WEST TRANSFER STATION,6500 Front St,KEY WEST,Monroe County,FL,33040,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(305) 797-3355 ,,CMP2022893,24.568074,-81.733563
Western Amador Recycling Facility (Warf),6500 Buena Vista Rd,Ione,Amador County,CA,95640,,Green Materials,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022445,38.31110529,-120.9161223
KEY WEST TRANSFER STATION AND HAULING SERVICE,6500 FRONT ST ,KEY WEST ,Monroe County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(305) 292-1309 ,,CMP2022836,24.568074,-81.733563
Mass Natural,65 Bean Porridge Hill Rd,Westminster,Worcester County,MA,01473,Yes,food waste,https://www.mass.gov/doc/map-list-of-massachusetts-sites-accepting-diverted-food-material-april-2022/download,,,CMP20221821,42.578748,-71.8717815
City of Rock Hill (Friedheim Rd),650 Friedhelm Rd,Rock Hill,York County,SC,29730,,"Yard waste, clean wood waste, land-clearing debris,  crop field residuals",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,,,CMP20223221,34.92136477,-81.04951973
Rod Mclellan Company,6500 HANNA RD,INDEPENDENCE,Polk County,OR,97351-9609,,Manure,https://www.deq.state.or.us/lq/sw/disposal/permittedfacilities.htm,971-900-9452,,CMP20223039,44.862552,-123.156063
Shelley's Recycling,6505 West Jones Ave,Zellwood,Orange County,FL,32798,,"yard waste, manure",https://floridaforce.org/facilities/,407-8899-8042,,CMP2022837,28.730952,-81.6182685
Hawaiian Earth Recycling,65-1101 Wilikina Dr,Wahiawa,Honolulu County,HI,96786,,"Greenwaste, untreated and unpainted wooden pallets",https://hdoa.hawaii.gov/wp-content/uploads/2019/06/DOH-List-of-Regulated-Commerical-Composting-Facilities-v2.pdf,808.682.5895,https://hawaiianearth.com/material-drop-off,CMP20221005,21.52044904,-158.0708755
CWR Inc Recycling Facility,6505 W Bancroft St,,Lucas County,OH,43615,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,,,CMP20222900,41.658651,-83.697723
"Doerun Gin Co., Inc.",6522 Highway 133 N. ,Doerun,Colquitt County,GA,31744,,CGT,https://epd.georgia.gov/search?search=solid+waste+facilities&sm_site_name=epd,229-782-5278,,CMP2022941,31.3263039,-83.93067099
Manitowish Waters Tn Lf/Wbs,6536 Transfer Station Rd,Manitowish Waters,Vilas County,WI,54545,,YARD,https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=238,7155438400,,CMP20223717,46.1511845,-89.89254616
B&D Wood Recycling & Composting,6520 280th St W,Northfield,Dakota County,MN,55057,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(612) 685-3037,http://www.banddwoodrecyclingandcomposting.com/,CMP20221954,44.5437507,-93.19792002
Winchendon Compost Site,653 River Street,Winchendon,Worcester County,MA,01475,,,https://recyclingworksma.com/,,,CMP20221781,42.687783,-72.0865665
High Maintenance,6551 US 41,Morriston,Levy County,FL,32668,,yard waste,https://floridaforce.org/facilities/,352-459-8828,,CMP2022838,29.234115,-82.439172
Prince George'S County Organics Composting Facility ,6550 S.E. Crain Highway,Upper Marlboro,Prince George's County,MD,20772,Yes,"Food scraps, yard trimmings",https://mde.maryland.gov/programs/Land/RecyclingandOperationsprogram/Pages/composting.aspx,240-712-1021,,CMP20221603,38.79864643,-76.75650658
Bergen (V) Composting,6593 North Lake Road,Bergen,Genesee County,NY,14416,,Biosolids,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv66,5854942018,,CMP20222377,43.092945,-77.9327685
Rigidized Metals,660 Ohio St,Buffalo,Erie County,NY,14203,,Source Separated Organic Waste (SSOW),https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv49,7165784077,,CMP20222512,42.85845681,-78.86706788
Calvert Wood Recycling,6585 Ripley Rd,L Plata,Charles County,MD,20646,,"Yard trimmings, natural wood waste",https://mde.maryland.gov/programs/Land/RecyclingandOperationsprogram/Pages/composting.aspx,301-743-9011,,CMP20221592,38.53308648,-77.09727849
City of Solon Service Dept,6600 Cochran Rd,Solon,Cuyahoga County,OH,44139,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(440) 248-5834,,CMP20222901,41.379804,-81.4702005
Oakview Dairy,6626 Avenue 228,Tulare,Tulare County,CA,93247,,Agricultural Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022318,36.204444,-119.425302
Second Harvest Compost Site,6621 Old Sr 3,Muncie,Delaware County,IN,47303,,Yard waste,https://www.in.gov/idem/waste/files/permits_issued_reg_facilities_composting.pdf,,,CMP20221149,40.249323,-85.3681995
"Ornelas Wood Recovery, Inc.",6635 West Avenue F,Lancaster,Los Angeles County,CA,93536,,Chipping and Grinding Facility/Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022327,34.748496,-118.249731
Deerfield Vil Compost Site,665 London Rd,Deerfield,Dane County,WI,53531,,"YARD, WOOD MATTER",https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=119,6087645497,,CMP20223656,43.04175639,-89.06210549
Westhampton Transfer Station,66 Old Country Road,Westhampton,Suffolk County,NY,11977,,Yard Waste;Wood (Chips),https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv175,6312885236,,CMP20222553,40.826952,-72.6758415
Hoosac Water Quality District,667 Simonds Rd,Williamstown,Berkshire County,MA,,,biosolids,https://www.hoosacwaterqualitydistrict.com/,413-458-8423,,CMP20221619,42.730353,-73.209582
Mayfield Village Compost Facility,6621 Wilson Mills Rd,Mayfield,Cuyahoga County,OH,44143,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(216) 442-5506,,CMP20222902,41.539455,-81.439245
Penland School Of Crafts,67 Dora'S Trail,Bakersville,Mitchell County,NC,28705,Yes,"manure, source-separated food waste, agricultural waste, yard waste",,,https://penland.org/blog/tag/penland-garden/#sthash.k6XYLW8u.f8amnSed.dpbs,CMP20222565,35.944749,-82.1160495
Atlantic County UA Compost,6700 Delilah Road,Egg Harbor Twp,Atlantic County,NJ,08234,,"Leaves, Grass, Brush, Tree Parts, Tree Stumps, Wood",https://www.nj.gov/dep/dshw/rrtp/classcfbc.html,609.272.6950,https://www.acua.com/Services/Service-Directory/EcoSoil-and-Mulches.aspx,CMP20222275,39.417084,-74.538729
SAN ANGELO PRO PUMP COMPOST FACILITY,6696 GRAPE CREEK RD,SAN ANGELO,Tom Green County,TX,76901,,*all feedstocks plus MSW and/or grease trap waste,https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223386,31.543065,-100.4662845
OLDCASTLE LAWN & GARDEN - FORT GREEN,6681 N COUNTY ROAD 663 ,BOWLING GREEN ,Hardee County,FL,,,"yard waste, manure",https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(863) 375-2600 ,,CMP2022839,27.645903,-81.951246
Williamstown Transfer Station,671 Simonds Rd,Williamstown,Berkshire County,MA,01267,,,https://recyclingworksma.com/,,,CMP20221779,42.73101,-73.208313
Top Cut Lawn Services,6723 Park Lane Rd,Lake Worth,Palm Beach County,FL,33449,,yard waste,https://floridaforce.org/facilities/,561-649-1335,,CMP2022840,26.5745074,-80.21793491
Burlington Compost Site,674 Maryland Ave,Burlington,Racine County,WI,,,yard waste,,,https://www.burlington-wi.gov/469/Compost-Site,CMP20223858,42.68484956,-88.26944638
VLC Recycling & Mulching Inc.,6726 Joe Jeff St,North Port,Sarasota County,FL,34286,,yard waste,https://floridaforce.org/facilities/,941-483-7579,,CMP2022841,27.118035,-82.162566
A WASTE AND RECYCLING YTPF,6760 26TH CT E ,SARASOTA ,Manatee County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(941) 729-2292 ,,CMP2022843,27.420489,-82.5317145
"FLORIDA ORGANIC SOLUTIONS, INC.",6727 COUNTY ROAD 579 ,SEFFNER ,Hillsborough County,FL,,,"yard waste, manure",https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(941) 756-0977 ,,CMP2022842,28.030716,-82.3014945
Latta Earthworks LLC,6787 Baker Rd,Athens,Athens County,OH,45701,,"Manure, animals, yard waste",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,,,CMP20222903,39.300561,-82.159866
Sodus (V) Composting,6792 Mud Lane,Sodus,Wayne County,NY,14531,,Biosolids,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv206,3154836631,,CMP20222526,43.250238,-77.0604975
Chase Farm Compost Site,68 Birch Swamp Rd,Warren,Bristol County,RI,,,,https://dem.ri.gov/sites/g/files/xkgbur861/files/programs/benviron/waste/inventories/swfacs.pdf,,,CMP20223131,41.749803,-71.263908
"DESOTO SAND & FILL, INC.",6760 SW COUNTY ROAD 769 ,ARCADIA ,DeSoto County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(863) 494-3984 ,,CMP2022844,27.12105,-81.992502
North Branch WWTP,6793 Ash St,North Branch,Chisago County,MN,55056,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(651) 755-8578,http://www.ci.north-branch.mn.us/i_want_to/dispose_of/compost_yard_waste/index.php ,CMP20222037,45.52080866,-92.96785266
Natural Selection Farms Composting Facility,6800 Emerald Rd,Sunnyside,Yakima County,WA,98944,Yes,"agricultural organics, food processing waste, industrial organics, yard debris",https://ecology.wa.gov/Waste-Toxics/Reducing-recycling-waste/Waste-reduction-programs/Organic-materials/Managing-organics-compost,(509) 391-5798,,CMP20223537,46.301751,-120.0724965
El Harvey & Sons Compost Site,68 Hopkinton Rd,Westborough,Worcester County,MA,01581,Yes,food waste,https://www.mass.gov/doc/map-list-of-massachusetts-sites-accepting-diverted-food-material-april-2022/download,,,CMP20221818,42.255801,-71.5912695
Mohawk Valley Materials Inc.,6805 Martin Street,Rome,Oneida County,NY,13440,,Source Separated Organic Waste,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv94,3152716216,,CMP20222481,43.196715,-75.4383915
Pace Tropicals Inc.,6801 Golf Course Blvd,Punta Gorda,Charlotte County,FL,,,yard waste,https://floridaforce.org/facilities/,941-628-6436,,CMP2022845,26.930448,-82.003428
South Saint Paul Compost Site,682 Verderosa Ave,Saint Paul,Dakota County,MN,55075,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(651) 554-3204,https://www.southstpaul.org/208/Yard-Waste-Compost-Site ,CMP20222078,44.88333749,-93.01915718
Compost 1,6822 S ANDERSON RD,AURORA,Clackamas County,OR,97002-9333,,,https://www.deq.state.or.us/lq/sw/disposal/permittedfacilities.htm,503-969-9548,,CMP20223013,45.251595,-122.7261645
K & E COMPOSTING LLC,6875 MCCLEMENTS,BRIGHTON,Livingston County,MI,48114,,,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,,CMP20221834,42.589188,-83.8228185
Agromin Organics Recycling,6859 Arnold Road,Oxnard,Ventura County,CA,93033,,Green Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022104,34.125228,-119.1545325
Portales (City of) WWTP,683 S. Roosevelt Rd.,Portales,Roosevelt County,NM,88130,,,https://www.env.nm.gov/solid-waste/wp-content/uploads/sites/24/2018/04/SWB_Compost-facilities-open-Oct-28-2019.pdf,,,CMP20222340,34.24407423,-103.2607862
WM RECYCLING SUN 4,6875 WALLIS RD ,WEST PALM BEACH ,Palm Beach County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(954) 882-4818 ,,CMP2022846,26.682462,-80.154954
Lorric Development Corp of NY,68 Pine Hill Road,Spencerport,Monroe County,NY,14559,Yes,Non-recognizable Food Processing Waste;Yard Waste,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv81,5853032000,,CMP20222471,43.209774,-77.829012
Tioga Inert Waste Landfill,6881 105th Ave. NW,TIOGA,Williams County,ND,58852,,,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222678,48.41159191,-102.9517776
Sidney Compost Facility,690 Brooklyn Ave,Sidney,Shelby County,OH,45365,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(513) 498-8141,,CMP20222904,40.27817498,-84.14928091
